user_id,website_area
17107,Product Catalog
17107,Knowledge Base
17107,Microsoft.com Search
17108,IIS Support
17108,Internet Information Server News
17108,Support Network Program Information
17108,Support Desktop
17108,Knowledge Base
17109,ImageComposer
17109,Sweden
17109,FrontPage
17110,Internet Explorer
17111,Free Downloads
17111,Windows95 Support
17111,Windows Family of OSs
17111,isapi
17112,Internet Service Providers
17113,Free Downloads
17113,Windows Family of OSs
17113,Support Desktop
17113,Microsoft.com Search
17114,International IE content
17114,Internet Explorer
17115,Microsoft.com Search
17116,Exchange
17116,Products 
17116,Master Marketing Calendar
17116,Office Free Stuff
17116,Microsoft.com Search
17116,Free Downloads
17116,regwiz
17116,Windows NT Server
17116,Windows Family of OSs
17116,MS Word News
17116,Internet Service Providers
17117,Free Downloads
17117,Internet Explorer
17118,Executive Computing
17119,Corporate Desktop Evaluation
17119,Windows NT Server
17119,Products 
17119,Microsoft.com Search
17120,SiteBuilder Network Membership
17120,Developer Media Games
17120,Jakarta
17121,Microsoft.com Search
17122,Free Downloads
17123,Windows95 Support
17123,Windows Family of OSs
17123,isapi
17123,Microsoft.com Search
17124,Knowledge Base
17124,Support Desktop
17124,Microsoft.com Search
17125,Visual Basic
17125,Mastering Series
17125,Developer Network
17126,Visual Basic
17126,Products 
17127,MS Word Support
17127,Support Network Program Information
17127,Support Desktop
17127,Microsoft.com Search
17128,Products 
17128,MS Office
17128,MS Office Info
17128,Macintosh Office
17128,Internet Explorer
17128,isapi
17128,Microsoft.com Search
17129,Games
17130,Windows Family of OSs
17130,MS Office Info
17130,Microsoft.com Search
17131,Free Downloads
17131,International IE content
17131,Mexico
17132,Microsoft.com Search
17133,Developer Network
17133,Germany
17133,Microsoft.com Search
17133,Visual C
17134,Internet Explorer
17134,End User Produced View
17134,Microsoft.com Search
17135,Germany
17136,Internet Explorer
17137,NetMeeting
17137,Free Downloads
17138,Free Downloads
17138,Internet Explorer
17139,NetMeeting
17139,Free Downloads
17139,IE Support
17139,Internet Explorer
17140,Web Site Builder's Gallery
17140,Internet Site Construction for Developers
17140,Developer Workshop
17140,Microsoft.com Search
17141,Australia
17142,Free Downloads
17142,MS Word News
17143,Windows Family of OSs
17144,Web Site Builder's Gallery
17145,Games
17145,France
17146,Free Downloads
17146,Internet Explorer
17147,Free Downloads
17147,Internet Explorer
17148,Free Downloads
17148,Windows95 Support
17148,Windows Family of OSs
17148,Support Desktop
17148,End User Produced View
17148,isapi
17149,Hong Kong
17149,Products 
17150,regwiz
17150,Games Support
17150,Support Desktop
17150,Games
17151,Support Desktop
17151,NT Server Support
17152,Microsoft.com Search
17153,Microsoft.com Search
17154,Support Desktop
17155,Microsoft.com Search
17156,Microsoft.com Search
17157,Web Site Builder's Gallery
17157,isapi
17157,Microsoft.com Search
17158,Windows Family of OSs
17159,Knowledge Base
17159,Microsoft.com Search
17160,Internet Explorer
17161,Support Desktop
17161,Knowledge Base
17162,Internet Site Construction for Developers
17163,Free Downloads
17163,Internet Explorer
17164,Microsoft.com Search
17165,MS Office Info
17166,SP Referral (ART)
17166,MS in Education
17166,Games
17167,Web Site Builder's Gallery
17167,Internet Service Providers
17167,Internet Site Construction for Developers
17168,Free Downloads
17168,Products 
17168,promo
17168,Support Desktop
17168,Internet Explorer
17168,MS Project
17168,MS Project
17169,Internet Explorer
17170,Free Downloads
17170,Windows95 Support
17170,isapi
17171,Web Site Builder's Gallery
17171,isapi
17171,Microsoft.com Search
17172,Windows Family of OSs
17173,Java Strategy and Info
17173,Intranet Strategy
17173,Windows NT Workstation
17173,Windows95 Support
17173,Internet Development
17173,Windows Family of OSs
17173,VBScript Development
17173,Visual Studio
17173,Internet Explorer
17173,Web Site Builder's Gallery
17173,Developer Network
17173,ActiveX Technology Development
17173,isapi
17173,Visual C
17173,Visual Basic
17173,Free Downloads
17173,Windows NT Server
17173,SiteBuilder Network Membership
17173,For Developers Only News
17173,Internet Site Construction for Developers
17173,Developer Workshop
17173,Jakarta
17174,Web Site Builder's Gallery
17174,MS Site Builder Workshop
17174,Developer Network
17174,Windows 32 bit developer
17174,ActiveX Technology Development
17174,Products 
17174,Microsoft.com Search
17174,Free Downloads
17174,Visual Basic
17174,Internet Site Construction for Developers
17174,VBScript Development
17174,Developer Workshop
17175,Products 
17175,Support Desktop
17175,Knowledge Base
17176,Products 
17176,Games
17177,Training
17178,Netherlands (Holland)
17178,Microsoft.com Search
17179,Free Downloads
17179,Products 
17179,Internet Explorer
17180,Microsoft.com Search
17181,Windows 95
17181,Windows Family of OSs
17181,SiteBuilder Network Membership
17181,Internet Site Construction for Developers
17181,Developer Workshop
17182,regwiz
17182,Free Downloads
17182,Training
17182,Microsoft.com Search
17182,Internet Explorer
17183,Support Desktop
17183,Internet Explorer
17184,Microsoft.com Search
17185,Internet Site Construction for Developers
17185,Developer Workshop
17186,Job Openings
17187,China
17187,About Microsoft 
17187,MS Office Info
17187,MS Word News
17188,Corporate Desktop Evaluation
17188,Office Reference
17188,MS Office
17188,Office Free Stuff
17189,SP Referral (ART)
17189,Internet Explorer
17190,Web Site Builder's Gallery
17190,Internet Site Construction for Developers
17191,Free Downloads
17191,Internet Explorer
17192,Access Development
17192,isapi
17192,Visual Basic
17192,VBA Development
17192,Training
17192,Internet Site Construction for Developers
17192,VBScript Development
17192,Visual Studio
17192,Connecting Small Business
17193,ODBC Development
17193,France
17194,SP Referral (ART)
17195,Developer Media Development
17196,Free Downloads
17196,Internet Explorer
17197,Mexico
17198,Free Downloads
17198,Web Site Builder's Gallery
17198,sports
17198,Products 
17198,Games
17198,Internet Explorer
17199,Free Downloads
17200,Microsoft.com Search
17201,Free Downloads
17201,Support Desktop
17201,Internet Explorer
17202,Products 
17202,FrontPage
17203,Free Downloads
17203,MSHome Kids Stuff
17204,Visual Basic
17205,MS Office Info
17206,Games
17207,Products 
17208,Visual C Support
17208,Visual C
17209,FrontPage Support
17209,FrontPage
17210,Free Downloads
17210,Internet Explorer
17211,Excel
17211,Products 
17211,Knowledge Base
17211,Support Desktop
17211,isapi
17211,Microsoft.com Search
17212,Free Downloads
17212,MS Word
17212,MS Word News
17212,isapi
17213,SiteBuilder Network Membership
17213,ActiveX Technology Development
17213,Internet Site Construction for Developers
17213,Jakarta
17214,Free Downloads
17214,Windows Family of OSs
17215,Web Site Builder's Gallery
17215,Internet Site Construction for Developers
17216,Free Downloads
17216,Internet Explorer
17217,Microsoft.com Search
17218,Support Desktop
17218,Microsoft.com Search
17219,Office Free Stuff
17220,Web Site Builder's Gallery
17220,SiteBuilder Network Membership
17220,Developer Workshop
17221,Free Downloads
17221,Java Strategy and Info
17221,Internet Explorer
17222,sports
17222,Internet Explorer
17222,Microsoft.com Search
17223,Free Downloads
17223,NetMeeting
17223,Internet Development
17223,ImageComposer
17223,Developer Workshop
17223,Internet Explorer
17223,FrontPage
17224,Spain
17224,ActiveX Technology Development
17224,Developer Media Development
17225,Internet Explorer
17225,isapi
17226,Free Downloads
17226,Windows 95
17226,Windows Family of OSs
17226,IE Support
17226,Support Desktop
17226,Internet Explorer
17226,isapi
17227,Spain
17227,Brazil
17228,Free Downloads
17228,isapi
17228,Internet Explorer
17229,Jakarta
17230,MS Office Info
17230,Microsoft.com Search
17231,Windows Family of OSs
17231,Support Desktop
17231,Internet Explorer
17232,Free Downloads
17232,Internet Development
17232,Windows Family of OSs
17232,MS Word News
17233,Support Desktop
17234,Repository
17235,Free Downloads
17235,Internet Explorer
17236,Web Site Builder's Gallery
17236,International IE content
17236,Internet Site Construction for Developers
17237,Free Downloads
17237,Knowledge Base
17237,Jakarta
17238,Free Downloads
17238,Windows Family of OSs
17238,Products 
17238,Microsoft.com Search
17239,SP Referral (ART)
17239,Internet Explorer
17240,Germany
17240,Microsoft.com Search
17241,Jakarta
17242,Netherlands (Holland)
17243,Free Downloads
17243,Knowledge Base
17244,Products 
17244,MS Office
17244,MS Office Info
17244,Microsoft.com Search
17245,Access Development
17245,Germany
17246,Free Downloads
17246,Internet Explorer
17247,Free Downloads
17247,Internet Explorer
17248,Microsoft.com Search
17249,Free Downloads
17250,Web Site Builder's Gallery
17250,Internet Site Construction for Developers
17251,Products 
17251,Internet Explorer
17252,SP Referral (ART)
17252,Internet Explorer
17253,Spain
17253,Microsoft.com Search
17254,Microsoft.com Search
17255,Netherlands (Holland)
17255,Free Downloads
17255,Developer Network
17255,sports
17255,Visual FoxPro
17255,Games
17255,Internet Explorer
17256,Microsoft.com Search
17257,Free Downloads
17257,Support Desktop
17258,Microsoft.com Search
17259,Microsoft.com Search
17260,Internet Explorer
17261,Taiwan
17262,Products 
17262,MS in Education
17262,Internet Explorer
17262,Microsoft.com Search
17263,MS Office Info
17264,Microsoft.com Search
17265,Products 
17266,Free Downloads
17266,Products 
17267,Microsoft.com Search
17268,Internet Explorer
17268,Microsoft.com Search
17268,France
17269,Free Downloads
17269,MS Office Info
17269,Internet Explorer
17270,Microsoft.com Search
17271,Free Downloads
17271,Windows95 Support
17271,Windows Family of OSs
17272,MS Office
17273,Free Downloads
17273,SP Referral (ART)
17273,Products 
17274,promo
17275,Free Downloads
17275,Windows Family of OSs
17276,MS Site Builder Workshop
17276,Internet Site Construction for Developers
17276,Microsoft.com Search
17276,Internet Explorer
17277,MS Word Support
17277,Support Desktop
17277,isapi
17278,Internet Explorer
17279,Windows NT Server
17279,Support Desktop
17279,Knowledge Base
17279,Microsoft.com Search
17279,NT Server Support
17279,isapi
17280,Windows Family of OSs
17281,Free Downloads
17281,Internet Explorer
17282,Visual Basic
17282,Training
17282,Products 
17282,Microsoft.com Search
17283,Internet Explorer
17284,regwiz
17284,MS Office Info
17284,Support Network Program Information
17284,Office Free Stuff
17285,Web Site Builder's Gallery
17285,isapi
17285,Free Downloads
17285,SiteBuilder Network Membership
17285,Internet Site Construction for Developers
17285,Developer Workshop
17285,Jakarta
17285,Internet Explorer
17286,SQL Server
17286,Products 
17286,Support Desktop
17286,Knowledge Base
17286,Microsoft.com Search
17286,Windows NT Workstation
17287,Free Downloads
17287,Internet Explorer
17288,Internet Explorer
17289,Access Development
17289,MS Office Development
17289,Products 
17289,Support Desktop
17289,Knowledge Base
17290,Games
17290,Microsoft.com Search
17291,Visual Basic
17292,regwiz
17293,MS in Education
17294,Windows95 Support
17294,Games Support
17294,Games
17294,Support Desktop
17294,Knowledge Base
17294,isapi
17295,Corporate Desktop Evaluation
17295,Access Development
17295,MS Access News
17295,MS Access
17295,MS Office Info
17295,Products 
17295,isapi
17296,Microsoft.com Search
17297,Training
17297,isapi
17297,Job Openings
17298,Free Downloads
17298,Windows 95
17298,Windows Family of OSs
17298,Products 
17298,Support Desktop
17298,Microsoft.com Search
17299,Web Site Builder's Gallery
17299,NetShow
17299,SiteBuilder Network Membership
17299,Internet Site Construction for Developers
17299,Microsoft.com Search
17300,Windows 95
17301,Internet Information Server
17301,Belgium
17301,Intranet Strategy
17301,Microsoft.com Search
17301,MS PowerPoint
17301,MS PowerPoint News
17301,Windows NT Server
17301,Internet Information Server News
17301,Internet Site Construction for Developers
17301,Developer Workshop
17301,BackOffice
17302,regwiz
17302,Support Desktop
17302,Microsoft.com Search
17303,Web Site Builder's Gallery
17303,Internet Site Construction for Developers
17304,Products 
17305,Products 
17305,Internet Explorer
17306,Free Downloads
17306,Typography Site
17307,Web Site Builder's Gallery
17307,ImageComposer
17307,SiteBuilder Network Membership
17307,Internet Site Construction for Developers
17307,ActiveX Technology Development
17308,Free Downloads
17308,Internet Explorer
17309,MS Office Info
17309,isapi
17310,Web Site Builder's Gallery
17310,Internet Site Construction for Developers
17310,Internet Explorer
17311,Free Downloads
17311,Internet Explorer
17312,UK
17312,Free Downloads
17312,NT Workstation Support
17312,Knowledge Base
17313,Web Site Builder's Gallery
17313,Internet Site Construction for Developers
17313,Microsoft.com Search
17314,Internet Explorer
17315,SP Referral (ART)
17315,Support Desktop
17315,Microsoft.com Search
17315,Australia
17316,Internet Site Construction for Developers
17316,Developer Workshop
17317,Microsoft.com Search
17318,Free Downloads
17318,Internet Explorer
17319,Web Site Builder's Gallery
17320,Free Downloads
17320,Internet Explorer
17321,Free Downloads
17321,Windows95 Support
17321,Windows 95
17321,Windows Family of OSs
17321,Windows CE
17321,Games
17321,Internet Explorer
17321,isapi
17322,Free Downloads
17322,Internet Explorer
17323,Norway
17324,Internet Explorer
17324,MS PowerPoint News
17324,MS PowerPoint
17325,sports
17326,Support Desktop
17326,Visual Basic Support
17327,UK
17328,Free Downloads
17328,Internet Explorer
17329,Microsoft.com Search
17330,Developer Network
17330,Knowledge Base
17330,Microsoft.com Search
17331,promo
17332,For Developers Only
17332,For Developers Only Info
17332,Microsoft.com Search
17332,Free Downloads
17332,sports
17332,Windows Family of OSs
17332,Spain
17332,Games
17333,Free Downloads
17333,Windows95 Support
17333,IT Technical Information
17333,Windows Family of OSs
17333,Knowledge Base
17333,Sweden
17333,Support Desktop
17333,isapi
17333,Microsoft.com Search
17334,Free Downloads
17334,Web Site Builder's Gallery
17335,regwiz
17335,Windows NT Server
17336,Free Downloads
17336,Windows 95
17336,Windows Family of OSs
17336,Products 
17336,Internet Explorer
17337,Windows 32 bit developer
17337,Support Desktop
17337,Knowledge Base
17337,isapi
17338,Free Downloads
17338,Microsoft.com Search
17339,Free Downloads
17339,Internet Explorer
17340,Macintosh Office
17341,Spain
17341,Windows Family of OSs
17341,Games
17341,Microsoft.com Search
17342,Free Downloads
17342,regwiz
17342,Office Free Stuff
17342,Internet Explorer
17343,Free Downloads
17343,International IE content
17344,Windows95 Support
17344,Free Downloads
17344,UK
17344,Windows Family of OSs
17344,Internet Explorer
17344,isapi
17345,Internet Explorer
17346,Internet Explorer
17347,Products 
17348,Windows Family of OSs
17348,Games
17349,Industry Marketing Information (Vertical)
17349,NT Workstation Support
17349,Support Desktop
17349,Knowledge Base
17349,Microsoft.com Search
17349,isapi
17350,Products 
17350,Support Desktop
17351,Web Site Builder's Gallery
17351,Internet Site Construction for Developers
17352,Corporate Desktop Evaluation
17352,IT Technical Information
17352,MS Office Support
17352,Support Desktop
17352,isapi
17353,Corporate Desktop Evaluation
17353,MS Office Info
17353,FrontPage
17353,Internet Explorer
17353,Microsoft.com Search
17354,Mastering Series
17354,Microsoft Press
17355,Free Downloads
17355,Windows Family of OSs
17355,Microsoft.com Search
17356,UK
17356,Windows NT Server
17356,Products 
17357,MS Office
17357,Microsoft.com Search
17358,regwiz
17358,Office Free Stuff
17359,Microsoft.com Search
17360,Microsoft.com Search
17361,Web Site Builder's Gallery
17361,SP Referral (ART)
17362,Free Downloads
17362,Internet Explorer
17363,Web Site Builder's Gallery
17364,Free Downloads
17364,Products 
17364,Internet Explorer
17365,Internet Security Framework
17366,Free Downloads
17366,Internet Explorer
17367,Games
17368,Free Downloads
17368,Products 
17368,Internet Explorer
17369,Windows NT Server
17370,Free Downloads
17371,Microsoft.com Search
17372,Europe
17372,Repository
17372,IT Technical Information
17372,Free Downloads
17372,Developer Network
17372,Visual Studio
17372,Visual C
17373,Free Downloads
17373,misc
17373,Internet Explorer
17373,Windows NT Workstation
17374,Free Downloads
17374,ImageComposer
17374,FrontPage
17374,Visual InterDev
17375,Free Downloads
17375,IE Support
17375,Windows Family of OSs
17375,Products 
17375,Games
17375,Internet Explorer
17376,IT Technical Information
17376,Microsoft.com Search
17376,Office Free Stuff
17376,regwiz
17376,Corporate Desktop Evaluation
17376,Free Downloads
17376,Office Reference
17376,Windows Family of OSs
17376,MS Office Info
17376,Games
17376,Support Desktop
17376,OutLook
17377,For Developers Only
17377,Windows Family of OSs
17377,Games
17377,Microsoft.com Search
17377,For Developers Only Info
17378,MS Site Builder Workshop
17378,Germany
17378,Internet Site Construction for Developers
17379,International IE content
17379,isapi
17380,Windows 95
17381,Free Downloads
17381,Knowledge Base
17381,Support Desktop
17381,isapi
17382,Free Downloads
17382,MS Access
17382,Products 
17382,MS Office
17382,isapi
17383,Web Site Builder's Gallery
17383,Internet Site Construction for Developers
17384,Web Site Builder's Gallery
17384,MS Office
17384,Products 
17384,Internet Site Construction for Developers
17385,Free Downloads
17386,Games
17387,Developer Media Development
17388,Windows NT Server
17388,MS Access News
17388,MSHome Kids Stuff
17388,MS Office
17388,NT Workstation Support
17388,Products 
17388,NT Server Support
17388,Microsoft.com Search
17389,Developer Workshop
17390,Microsoft.com Search
17391,Microsoft.com Search
17392,Microsoft.com Search
17393,Free Downloads
17393,Microsoft.com Search
17394,Germany
17394,International IE content
17394,Microsoft.com Search
17395,Visual Basic
17395,Developer Network
17395,Windows Family of OSs
17395,Microsoft.com Search
17395,End User Produced View
17396,Windows95 Support
17396,Free Downloads
17396,Support Desktop
17397,Free Downloads
17397,Internet Explorer
17398,Corporate Desktop Evaluation
17398,WorldWide Offices - US Districts
17398,Java Strategy and Info
17399,Free Downloads
17399,Windows Family of OSs
17400,Job Openings
17400,isapi
17401,Visual Basic
17401,Internet Site Construction for Developers
17401,Developer Workshop
17402,Windows 95
17402,Windows Family of OSs
17403,Free Downloads
17403,International IE content
17404,Free Downloads
17404,Windows95 Support
17404,Windows Family of OSs
17404,isapi
17405,Free Downloads
17405,Support Desktop
17405,Internet Explorer
17406,Microsoft.com Search
17407,Free Downloads
17407,Internet Explorer
17408,Internet Explorer
17409,Free Downloads
17409,Windows 95
17409,Windows Family of OSs
17409,Training
17409,Internet Explorer
17409,isapi
17410,Internet Explorer
17411,Web Site Builder's Gallery
17411,Internet Site Construction for Developers
17412,Support Desktop
17412,isapi
17413,Free Downloads
17414,Games
17415,Free Downloads
17415,Windows95 Support
17415,Windows Family of OSs
17415,Microsoft.com Search
17415,isapi
17416,Free Downloads
17416,SP Referral (ART)
17416,Switzerland
17417,Corporate Desktop Evaluation
17417,regwiz
17417,MS Office Info
17417,Support Desktop
17417,Microsoft.com Search
17418,Internet Explorer
17419,Powered by BackOffice
17420,MS Schedule+
17420,Windows CE
17420,Products 
17420,Office Free Stuff
17420,FrontPage
17420,regwiz
17420,Windows 95
17420,Windows Family of OSs
17420,ImageComposer
17420,MS Office Info
17421,Free Downloads
17421,Internet Explorer
17422,Free Downloads
17422,Corporate Desktop Evaluation
17422,Corporation Information
17422,MS Access
17422,MS Office Info
17422,Products 
17422,MS Office
17422,Office Free Stuff
17422,Internet Explorer
17423,Exchange
17423,Office Free Stuff
17423,isapi
17424,Free Downloads
17424,MS Site Builder Workshop
17424,IE Support
17424,misc
17424,isapi
17424,Internet Explorer
17425,Knowledge Base
17425,Support Desktop
17425,Microsoft.com Search
17426,Microsoft.com Search
17427,Microsoft.com Search
17428,SNA Server
17429,Internet Site Construction for Developers
17430,UK
17431,Free Downloads
17431,Jakarta
17431,N. American Automap
17432,SP Referral (ART)
17432,About Microsoft 
17433,Free Downloads
17433,MS Excel
17433,Windows Family of OSs
17434,Free Downloads
17435,Free Downloads
17435,Windows 95
17435,Windows Family of OSs
17435,Products 
17435,OutLook
17435,Internet Explorer
17436,Free Downloads
17436,Products 
17436,Knowledge Base
17436,isapi
17437,Microsoft.com Search
17438,Microsoft.com Search
17439,NT Workstation Support
17439,Support Desktop
17439,NT Server Support
17440,Free Downloads
17440,Internet News
17440,Windows NT Server
17440,Internet Development
17440,Support Desktop
17440,Developer Workshop
17440,isapi
17440,Internet Explorer
17440,Microsoft.com Search
17440,FrontPage
17441,Support Desktop
17441,Knowledge Base
17442,Internet Site Construction for Developers
17442,Internet Explorer
17443,TechNet (World Wide Web Edition)
17444,Internet Explorer
17445,promo
17446,Free Downloads
17446,SQL Server
17446,Internet Development
17446,Developer Workshop
17446,isapi
17447,Visual C
17448,Internet Explorer
17448,Microsoft.com Search
17449,Internet Explorer
17450,Free Downloads
17450,Internet Explorer
17451,Web Site Builder's Gallery
17451,Products 
17451,MS PowerPoint
17451,MS PowerPoint News
17451,Internet Security Framework
17451,MS Word
17451,Internet Site Construction for Developers
17451,MS Word News
17451,Developer Workshop
17451,Internet Explorer
17452,Developer Magazine
17453,Free Downloads
17453,Internet Explorer
17454,Microsoft.com Search
17455,Free Downloads
17455,Internet Explorer
17456,Windows95 Support
17456,Free Downloads
17456,Windows Family of OSs
17456,Knowledge Base
17456,isapi
17456,End User Produced View
17456,Internet Explorer
17457,Free Downloads
17457,SiteBuilder Network Membership
17457,Internet Site Construction for Developers
17457,Internet Explorer
17458,Free Downloads
17458,Internet Explorer
17459,Games
17460,Germany
17461,Products 
17461,Microsoft.com Search
17462,Free Downloads
17462,MS Office Info
17462,Internet Explorer
17462,Office Free Stuff
17463,Windows Family of OSs
17463,Internet Site Construction for Developers
17463,Internet Information Server
17463,Support Desktop
17464,Free Downloads
17464,Products 
17464,VBScript Development
17465,Free Downloads
17465,NetMeeting
17465,Products 
17465,Knowledge Base
17465,Support Desktop
17465,Internet Explorer
17465,Microsoft.com Search
17466,UK
17466,Internet Site Construction for Developers
17466,Developer Workshop
17466,Support Desktop
17466,Internet Explorer
17466,Microsoft.com Search
17467,Microsoft.com Search
17468,Netherlands (Holland)
17468,Internet Site Construction for Developers
17468,International IE content
17468,ActiveX Technology Development
17468,Developer Workshop
17468,Games
17469,Microsoft.com Search
17470,Internet Explorer
17471,NT Workstation Support
17471,Knowledge Base
17471,Support Desktop
17471,isapi
17471,NT Server Support
17472,Knowledge Base
17473,Windows95 Support
17473,Spain
17473,Microsoft.com Search
17473,isapi
17474,Free Downloads
17475,regwiz
17475,Free Downloads
17475,Windows Family of OSs
17475,Office Free Stuff
17476,Web Site Builder's Gallery
17476,Developer Network
17476,Microsoft.com Search
17476,Visual InterDev
17476,Training
17476,Internet Site Construction for Developers
17476,VBScript Development
17476,Internet Explorer
17477,Web Site Builder's Gallery
17477,Internet Site Construction for Developers
17477,Internet Explorer
17478,Free Downloads
17478,Products 
17478,Support Desktop
17478,Microsoft.com Search
17479,Free Downloads
17479,Internet Explorer
17480,Free Downloads
17480,Access Development
17480,Support Network Program Information
17480,Knowledge Base
17480,Support Desktop
17480,Internet Explorer
17480,Microsoft.com Search
17481,IT Technical Information
17481,Products 
17481,Visual C
17482,Brazil
17483,Internet Explorer
17484,Spain
17485,Free Downloads
17485,Windows Family of OSs
17485,Microsoft.com Search
17486,Free Downloads
17486,MS Access
17486,Mexico
17486,Latin America Region
17487,Germany
17488,Microsoft.com Search
17489,Knowledge Base
17489,Support Desktop
17489,Microsoft.com Search
17490,Internet Site Construction for Developers
17491,Free Downloads
17491,Windows95 Support
17491,isapi
17492,Support Desktop
17492,Knowledge Base
17492,isapi
17492,NT Server Support
17493,Microsoft.com Search
17494,Internet Explorer
17495,Windows Family of OSs
17495,Products 
17495,Support Desktop
17495,Microsoft.com Search
17495,Windows NT Workstation
17496,MS Money Information
17496,isapi
17497,Free Downloads
17497,Windows95 Support
17497,Windows Family of OSs
17497,isapi
17498,MS Word Support
17498,Support Network Program Information
17498,Support Desktop
17499,SP Referral (ART)
17500,Works Support
17500,Products 
17500,isapi
17500,MS Works
17500,Windows95 Support
17500,Free Downloads
17500,Windows Family of OSs
17500,Knowledge Base
17500,Support Desktop
17501,Systems Management Server
17501,Products 
17502,Windows CE
17502,Products 
17502,Microsoft.com Search
17502,N. American Automap
17503,Products 
17503,End User Produced View
17503,Microsoft.com Search
17503,Windows NT Workstation
17504,Free Downloads
17504,Internet Explorer
17505,Knowledge Base
17505,Microsoft.com Search
17506,Developer Magazine
17506,SiteBuilder Network Membership
17506,Microsoft.com Search
17507,Windows Family of OSs
17507,Microsoft.com Search
17508,Office Reference
17508,MS Office Info
17508,MS PowerPoint News
17509,Free Downloads
17509,Windows Family of OSs
17509,MS Word News
17509,Games
17510,Free Downloads
17510,NetMeeting
17510,Products 
17511,Windows Family of OSs
17512,Support Desktop
17512,isapi
17513,Free Downloads
17513,Products 
17513,Games
17513,Internet Explorer
17514,MS PowerPoint Support
17514,Service Advantage
17514,isapi
17514,Windows95 Support
17514,MS Office Support
17514,MS Word Support
17514,Support Desktop
17514,Knowledge Base
17514,MS Excel Support
17514,MS Access Support
17515,Free Downloads
17515,Internet Explorer
17516,MS Site Builder Workshop
17516,Products 
17516,Internet Site Construction for Developers
17516,Support Desktop
17516,Microsoft.com Search
17516,Internet Explorer
17517,Microsoft.com Search
17518,Web Site Builder's Gallery
17518,NT Workstation Support
17518,Products 
17518,Microsoft.com Search
17518,isapi
17518,NT Server Support
17518,Free Downloads
17518,Developer Workshop
17518,Knowledge Base
17518,Support Desktop
17518,Internet Explorer
17519,Internet Explorer
17519,isapi
17520,Free Downloads
17520,Windows Family of OSs
17521,Free Downloads
17521,Internet Explorer
17522,Windows95 Support
17523,MS Site Builder Workshop
17523,Internet Site Construction for Developers
17523,Internet Explorer
17524,Internet Explorer
17524,isapi
17525,Products 
17525,Microsoft.com Search
17525,MS PowerPoint
17525,regwiz
17525,Windows 95
17525,Office Reference
17525,SiteBuilder Network Membership
17525,Windows Family of OSs
17525,MS Office Info
17525,MS Word
17525,Internet Site Construction for Developers
17526,Free Downloads
17526,Internet Explorer
17527,regwiz
17528,Developer Network
17528,Windows Family of OSs
17528,Products 
17528,BackOffice
17528,Microsoft.com Search
17528,Windows Hardware Development
17529,ImageComposer
17529,Developer Workshop
17530,Free Downloads
17530,Internet Development
17530,SP Referral (ART)
17530,Developer Workshop
17530,isapi
17531,Free Downloads
17531,Microsoft.com Search
17532,Games
17533,Free Downloads
17533,MS Word News
17533,Products 
17533,isapi
17534,Free Downloads
17534,Corporation Information
17534,IE Support
17534,Internet Explorer
17534,isapi
17535,Microsoft.com Search
17535,France
17536,Internet Explorer
17536,Microsoft.com Search
17537,Training
17537,MS Office Info
17537,MS Office
17537,MS in Education
17538,IE Support
17538,Internet Explorer
17539,Germany
17540,Web Site Builder's Gallery
17541,Free Downloads
17541,Internet Explorer
17542,Brazil
17543,Microsoft.com Search
17544,Internet Explorer
17545,Free Downloads
17545,Internet Explorer
17546,Microsoft Solution Providers
17546,Channel Resources
17546,Products 
17546,Intranet Strategy
17546,Free Downloads
17546,Visual Basic
17546,SiteBuilder Network Membership
17546,Internet Site Construction for Developers
17546,Internet Explorer
17547,Microsoft.com Search
17548,Free Downloads
17548,MS Site Builder Workshop
17548,SiteBuilder Network Membership
17548,Internet Site Construction for Developers
17548,ActiveX Technology Development
17548,Developer Workshop
17549,Free Downloads
17549,Microsoft.com Search
17550,Free Downloads
17550,Windows Family of OSs
17550,Products 
17551,Free Downloads
17551,NetMeeting
17551,Visual InterDev
17552,SiteBuilder Network Membership
17552,Internet Site Construction for Developers
17552,ActiveX Technology Development
17552,Internet Explorer
17553,Microsoft.com Search
17554,Microsoft.com Search
17555,Internet Site Construction for Developers
17556,Free Downloads
17556,Internet Explorer
17557,Internet Explorer
17558,Free Downloads
17558,Internet Explorer
17559,SP Referral (ART)
17559,Internet Explorer
17559,Microsoft.com Search
17560,Web Site Builder's Gallery
17561,FrontPage
17561,isapi
17562,Windows95 Support
17562,Free Downloads
17562,Windows Family of OSs
17562,Support Desktop
17562,isapi
17563,Excel
17563,MS Excel
17563,Products 
17564,Games
17564,Microsoft.com Search
17565,MS Site Builder Workshop
17565,ActiveX Technology Development
17565,Internet Site Construction for Developers
17565,Developer Workshop
17566,Developer Network
17566,Products 
17566,Internet Site Construction for Developers
17566,Visual FoxPro
17566,promo
17567,Microsoft Financial Forum
17568,Windows 95
17568,Windows Family of OSs
17568,Windows CE
17568,Products 
17568,Microsoft.com Search
17568,Internet Explorer
17569,Internet Explorer
17570,Microsoft.com Search
17571,Corporate Desktop Evaluation
17571,Windows Family of OSs
17571,Support Desktop
17571,Games
17571,Microsoft.com Search
17572,Jakarta
17573,Spain
17574,Internet Explorer
17574,isapi
17575,Games
17576,MS Site Builder Workshop
17576,Internet Site Construction for Developers
17576,ActiveX Technology Development
17577,MS Access News
17577,Germany
17578,ActiveX Technology Development
17579,Brazil
